target,source,status,count,phase,source_score,target_score,tp1,tp2,tp3,favTopic_target,sp1,sp2,sp3,favTopic_source
22981009,873828446,YES,2,3,1.0,0.0813654721155,0,1,1,holiday+home,1,1,1,food
23241541,873828446,YES,3,3,1.0,0.430856688908,0,1,1,holiday+home,1,1,1,food
27310156,873828446,YES,1,3,1.0,0.151604235429,0,1,1,food+cook,1,1,1,food
29308871,873828446,YES,16,3,1.0,0.108889284555,0,1,1,holiday+xmas+newyear,1,1,1,food
39151479,873828446,YES,2,3,1.0,0.0,0,0,0,holiday+xmas+newyear,1,1,1,food
50793555,873828446,YES,2,3,1.0,0.0,0,0,0,holiday+home,1,1,1,food
55036519,873828446,YES,2,3,1.0,0.0490722014981,0,1,1,holiday+home,1,1,1,food
72988446,873828446,YES,3,3,1.0,0.0521485512412,0,1,1,holiday+xmas+newyear,1,1,1,food
80615458,873828446,YES,7,3,1.0,0.175705447334,0,1,1,food+cook,1,1,1,food
96697085,873828446,YES,1,3,1.0,0.44482404017,1,1,1,food+cook,1,1,1,food
